Code,Company,Company name,Category,Market,EPS,NTA,PE,DY,ROE,Market capital
5275,MYNEWS,MYNEWS HOLDINGS BERHAD,Consumer Products & Services,Main Market,-1.35,0.420,-44.42,0.00,-3.22,409.29
4405,TCHONG,TAN CHONG MOTOR HOLDINGS BERHAD,Consumer Products & Services,Main Market,-14.43,4.470,-7.76,3.57,-3.23,752.64
0037,RGB,RGB INTERNATIONAL BHD,Consumer Products & Services,Main Market,-0.49,0.150,-25.41,2.40,-3.28,193.53
7935,MILUX,MILUX CORPORATION BERHAD,Consumer Products & Services,Main Market,-2.30,0.700,-123.69,0.00,-3.29,167.48
5267,XINHWA,XIN HWA HOLDINGS BERHAD,Transportation & Logistics,Main Market,-2.70,0.820,-12.76,0.00,-3.30,76.38
0181,AEMULUS,AEMULUS HOLDINGS BERHAD,Technology,Ace Market,-0.60,0.180,-145.99,0.00,-3.31,527.19
5517,SHANG,SHANGRI-LA HOTELS (MALAYSIA) BERHAD,Consumer Products & Services,Main Market,-7.27,2.190,-54.76,3.77,-3.32,1751.20
6009,P,PACIFIC & ORIENT BERHAD,Financial Services,Main Market,-3.43,1.010,-24.80,7.35,-3.39,244.01
7498,RALCO,RALCO CORPORATION BERHAD,Industrial Products & Services,Main Market,-2.75,0.810,-28.71,0.00,-3.40,40.13
6807,PUNCAK,PUNCAK NIAGA HOLDINGS BERHAD,Construction,Main Market,-9.70,2.840,-3.71,0.00,-3.42,161.74
4456,DNEX,DAGANG NEXCHANGE BERHAD,Technology,Main Market,-0.89,0.260,-31.34,0.00,-3.44,556.67
7055,PLB,PLB ENGINEERING BERHAD,Property,Main Market,-4.41,1.280,-25.84,0.00,-3.45,128.13
0160,HHHCORP,HIAP HUAT HOLDINGS BERHAD,Industrial Products & Services,Ace Market,-0.66,0.190,-15.94,0.00,-3.47,35.00
5288,SIMEPROP,SIME DARBY PROPERTY BERHAD,Property,Main Market,-4.70,1.350,-12.33,5.17,-3.48,3944.49
0217,PWRWELL,POWERWELL HOLDINGS BERHAD,Industrial Products & Services,Ace Market,-0.45,0.130,-56.20,0.00,-3.49,148.04
5180,CMMT,CAPITALAND MALAYSIA MALL TRUST,Real Estate Investment Trusts,Main Market,-4.09,1.164,-14.65,5.00,-3.52,1238.31
5196,BJFOOD,BERJAYA FOOD BERHAD,Consumer Products & Services,Main Market,-3.44,0.971,-44.17,1.32,-3.54,581.37
5916,MSC,MALAYSIA SMELTING CORPORATION BERHAD,Industrial Products & Services,Main Market,-3.23,0.910,-72.46,0.85,-3.55,936.00
2593,UMCCA,UNITED MALACCA BERHAD,Plantation,Main Market,-22.44,6.260,-22.55,1.58,-3.59,1061.43
5265,DOLPHIN,DOLPHIN INTERNATIONAL BERHAD,Industrial Products & Services,Main Market,-0.26,0.072,-32.64,0.00,-3.62,68.01
7016,CHUAN,CHUAN HUAT RESOURCES BHD,Industrial Products & Services,Main Market,-6.41,1.750,-6.63,0.00,-3.66,71.68
9946,REX,REX INDUSTRY BERHAD,Consumer Products & Services,Main Market,-1.54,0.410,-15.55,0.00,-3.76,118.38
0010,IRIS,IRIS CORPORATION BERHAD,Technology,Ace Market,-0.36,0.095,-100.44,0.00,-3.78,1094.86
6904,SUBUR,SUBUR TIASA HOLDINGS BERHAD,Industrial Products & Services,Main Market,-11.09,2.880,-6.04,0.00,-3.85,140.03
7014,YLI,YLI HOLDINGS BERHAD,Industrial Products & Services,Main Market,-4.52,1.160,-7.53,0.00,-3.89,35.00
7146,AEM,AE MULTI HOLDINGS BERHAD,Industrial Products & Services,Main Market,-0.61,0.150,-16.49,0.00,-4.04,55.48
0079,ORION,ORION IXL BERHAD,Technology,Ace Market,-0.54,0.132,-13.86,0.00,-4.11,64.24
0050,SYSTECH,SYSTECH BHD,Technology,Ace Market,-0.61,0.146,-32.93,1.00,-4.15,69.54
7382,GLBHD,GOLDEN LAND BERHAD,Plantation,Main Market,-7.60,1.830,-5.33,0.00,-4.15,90.28
0064,EFFICEN,EFFICIENT E-SOLUTIONS BERHAD,Industrial Products & Services,Main Market,-0.76,0.180,-20.38,0.00,-4.23,109.91
5199,HIBISCS,HIBISCUS PETROLEUM BERHAD,Energy,Main Market,-3.21,0.750,-19.03,0.00,-4.27,1054.99
0123,PRIVA,PRIVASIA TECHNOLOGY BERHAD,Telecommunications & Media,Ace Market,-0.48,0.110,-29.43,0.00,-4.32,85.96
1651,MRCB,MALAYSIAN RESOURCES CORPORATION BERHAD,Property,Main Market,-4.47,1.031,-8.85,2.53,-4.33,1742.76
0055,SERSOL,SERSOL BERHAD,Industrial Products & Services,Ace Market,-0.30,0.070,-67.61,0.00,-4.33,44.15
0029,DIGISTA,DIGISTAR CORPORATION BERHAD,Technology,Main Market,-0.32,0.070,-23.63,0.00,-4.54,59.14
5014,AIRPORT,MALAYSIA AIRPORTS HOLDINGS BERHAD,Transportation & Logistics,Main Market,-24.21,5.307,-21.44,2.89,-4.56,8611.21
7197,GESHEN,GE-SHEN CORPORATION BERHAD,Industrial Products & Services,Main Market,-4.00,0.870,-29.99,0.00,-4.60,132.02
9431,SJC,SENI JAYA CORPORATION BERHAD,Telecommunications & Media,Main Market,-5.78,1.250,-23.69,0.00,-4.63,55.53
7676,GCAP,G CAPITAL BERHAD,Transportation & Logistics,Main Market,-1.84,0.394,-50.46,0.00,-4.68,285.81
7079,TIGER,TIGER SYNERGY BERHAD,Property,Main Market,-0.94,0.200,-11.74,0.00,-4.68,161.55
4383,JTIASA,JAYA TIASA HOLDINGS BHD,Plantation,Main Market,-5.59,1.180,-13.59,0.00,-4.74,740.03
7208,EURO,EURO HOLDINGS BERHAD,Consumer Products & Services,Main Market,-1.03,0.216,-372.53,0.00,-4.76,3079.30
5738,CHHB,COUNTRY HEIGHTS HOLDINGS BHD,Property,Main Market,-14.05,2.940,-10.25,0.00,-4.78,397.02
5197,FLBHD,FOCUS LUMBER BERHAD,Industrial Products & Services,Main Market,-8.11,1.660,-10.30,5.99,-4.88,89.25
5592,GCE,GRAND CENTRAL ENTERPRISES BHD,Consumer Products & Services,Main Market,-5.10,1.040,-7.16,0.00,-4.90,71.91
9342,ANZO,ANZO HOLDINGS BERHAD,Industrial Products & Services,Main Market,-0.74,0.151,-10.76,0.00,-4.93,89.29
8648,JASKITA,JASA KITA BERHAD,Industrial Products & Services,Main Market,-0.70,0.140,-14.27,0.00,-5.00,44.96
5000,HUMEIND,HUME CEMENT INDUSTRIES BERHAD,Industrial Products & Services,Main Market,-4.10,0.800,-23.89,0.00,-5.13,490.53
7617,MAGNA,MAGNA PRIMA BERHAD,Property,Main Market,-7.50,1.410,-8.73,0.00,-5.32,219.37
8141,MJPERAK,MAJUPERAK HOLDINGS BERHAD,Property,Main Market,-3.39,0.630,-12.10,0.00,-5.38,116.14
2054,TDM,TDM BERHAD,Plantation,Main Market,-2.36,0.430,-11.23,0.00,-5.49,456.56
8702,TEXCHEM,TEXCHEM RESOURCES BERHAD,Industrial Products & Services,Main Market,-10.47,1.885,-5.88,0.00,-5.55,76.32
5021,AYS,AYS VENTURES BERHAD,Industrial Products & Services,Main Market,-3.68,0.660,-7.21,0.00,-5.57,100.81
7139,NICE,NICHE CAPITAL EMAS HOLDINGS BERHAD,Consumer Products & Services,Main Market,-0.28,0.050,-77.90,0.00,-5.65,160.93
7010,HOOVER,GRAND HOOVER BERHAD,Property,Main Market,-5.99,1.060,-14.19,0.00,-5.65,34.00
5187,HBGLOB,HB GLOBAL LIMITED,Consumer Products & Services,Main Market,-2.38,0.420,-6.72,0.00,-5.67,74.88
1643,LANDMRK,LANDMARKS BERHAD,Consumer Products & Services,Main Market,-18.74,3.290,-1.81,0.00,-5.70,197.81
3794,MCEMENT,MALAYAN CEMENT BERHAD,Industrial Products & Services,Main Market,-15.48,2.690,-14.21,0.00,-5.76,1869.33
7108,PERDANA,PERDANA PETROLEUM BERHAD,Energy,Main Market,-2.25,0.390,-6.44,0.00,-5.77,321.21
0103,MNC,M N C WIRELESS BERHAD,Telecommunications & Media,Ace Market,-0.35,0.060,-12.96,0.00,-5.79,79.15
4944,NYLEX,NYLEX (MALAYSIA) BERHAD,Industrial Products & Services,Main Market,-9.97,1.700,-6.27,0.00,-5.87,121.46
0026,NOVAMSC,NOVA MSC BERHAD,Technology,Ace Market,-0.43,0.073,-20.81,0.00,-5.90,99.08
0072,AT,AT SYSTEMATIZATION BERHAD,Industrial Products & Services,Ace Market,-0.35,0.058,-47.65,0.00,-5.96,697.80
5371,KIMHIN,KIM HIN INDUSTRY BERHAD,Industrial Products & Services,Main Market,-17.24,2.870,-4.26,2.72,-6.01,114.38
7054,AASIA,ASTRAL ASIA BERHAD,Plantation,Main Market,-1.66,0.272,-7.53,0.00,-6.09,82.50
5254,BPLANT,BOUSTEAD PLANTATIONS BERHAD,Plantation,Main Market,-7.02,1.150,-7.62,0.93,-6.10,1198.40
4464,PHB,PEGASUS HEIGHTS BERHAD,Property,Main Market,-0.09,0.015,-33.25,0.00,-6.18,316.97
5175,IVORY,IVORY PROPERTIES GROUP BERHAD,Property,Main Market,-4.84,0.780,-3.31,0.00,-6.20,78.41
6378,WMG,WMG HOLDINGS BERHAD,Property,Main Market,-2.64,0.420,-4.73,0.00,-6.30,55.57
1902,PINEPAC,PINEHILL PACIFIC BERHAD,Plantation,Main Market,-8.90,1.380,-6.52,0.00,-6.45,86.89
8362,KYM,KYM HOLDINGS BERHAD,Industrial Products & Services,Main Market,-3.74,0.570,-8.81,0.00,-6.57,49.46
0041,HONGSENG,HONG SENG CONSOLIDATED BERHAD,Technology,Main Market,-1.42,0.214,-91.11,0.00,-6.61,670.73
3247,GUH,GUH HOLDINGS BERHAD,Industrial Products & Services,Main Market,-11.60,1.730,-4.44,0.00,-6.70,143.12
5037,COMPUGT,COMPUGATES HOLDINGS BERHAD,Industrial Products & Services,Main Market,-0.27,0.040,-5.56,0.00,-6.74,42.43
0183,SALUTE,SALUTICA BERHAD,Consumer Products & Services,Main Market,-2.43,0.357,-28.45,2.61,-6.79,267.72
3239,BJASSET,BERJAYA ASSETS BERHAD,Property,Main Market,-5.32,0.780,-6.29,0.00,-6.83,856.98
7082,SYF,SYF RESOURCES BERHAD,Consumer Products & Services,Main Market,-2.60,0.380,-13.45,0.00,-6.85,199.23
7154,CAELY,CAELY HOLDINGS BHD,Consumer Products & Services,Main Market,-3.26,0.470,-11.20,0.00,-6.93,75.21
7250,UZMA,UZMA BERHAD,Energy,Main Market,-9.80,1.413,-5.46,0.00,-6.94,171.21
5036,EDARAN,EDARAN BERHAD,Technology,Main Market,-2.78,0.399,-18.36,0.00,-6.96,30.60
7773,EPMB,EP MANUFACTURING BHD,Industrial Products & Services,Main Market,-11.14,1.570,-3.23,0.00,-7.10,59.75
7066,YONGTAI,YONG TAI BERHAD,Property,Main Market,-3.79,0.530,-6.47,0.00,-7.15,287.74
7005,BIG,B.I.G. INDUSTRIES BERHAD,Industrial Products & Services,Main Market,-3.88,0.540,-14.56,0.00,-7.19,29.89
4898,TA,TA ENTERPRISE BERHAD,Financial Services,Main Market,-9.60,1.330,-6.77,1.54,-7.22,1622.27
7692,WIDETEC,WIDETECH (MALAYSIA) BERHAD,Industrial Products & Services,Main Market,-5.85,0.790,-10.09,0.00,-7.40,26.40
5113,RSAWIT,RIMBUNAN SAWIT BERHAD,Plantation,Main Market,-1.57,0.210,-15.91,0.00,-7.48,510.43
6556,ANNJOO,ANN JOO RESOURCES BERHAD,Industrial Products & Services,Main Market,-15.48,2.050,-10.08,0.00,-7.55,873.46
3565,WCEHB,WCE HOLDINGS BERHAD,Construction,Main Market,-6.33,0.834,-5.69,0.00,-7.59,497.63
4596,SAPRES,SAPURA RESOURCES BERHAD,Property,Main Market,-22.30,2.910,-2.08,0.00,-7.66,64.91
0035,OPCOM,OPCOM HOLDINGS BERHAD,Telecommunications & Media,Ace Market,-3.97,0.504,-12.59,0.00,-7.88,80.63
7048,ATLAN,ATLAN HOLDINGS BHD,Consumer Products & Services,Main Market,-13.65,1.730,-25.05,5.85,-7.89,867.48
7120,ACOSTEC,ACOUSTECH BERHAD,Property,Main Market,-3.98,0.490,-8.17,0.00,-8.12,86.37
2674,ALCOM,ALCOM GROUP BERHAD,Industrial Products & Services,Main Market,-6.87,0.840,-7.93,0.00,-8.18,73.21
5210,ARMADA,BUMI ARMADA BERHAD,Energy,Main Market,-4.31,0.520,-8.00,0.00,-8.29,2030.63
6912,PASDEC,PASDEC HOLDINGS BERHAD,Property,Main Market,-6.34,0.760,-4.34,0.00,-8.34,110.10
2097,EASTLND,EASTLAND EQUITY BHD,Consumer Products & Services,Main Market,-4.17,0.500,-3.00,0.00,-8.34,40.54
0169,SMTRACK,SMTRACK BERHAD,Technology,Ace Market,-0.87,0.104,-17.28,0.00,-8.35,34.46
7043,JADEM,JADE MARVEL GROUP BERHAD,Industrial Products & Services,Main Market,-5.62,0.670,-16.54,0.00,-8.39,117.91
0102,CONNECT,CONNECTCOUNTY HOLDINGS BERHAD,Industrial Products & Services,Ace Market,-0.60,0.070,-37.68,0.00,-8.53,155.03
7986,CNASIA,CN ASIA CORPORATION BHD,Industrial Products & Services,Main Market,-6.91,0.800,-24.89,0.00,-8.64,94.45
5252,SASBADI,SASBADI HOLDINGS BERHAD,Telecommunications & Media,Main Market,-3.06,0.350,-4.24,0.00,-8.75,54.48
2143,ECM,ECM LIBRA GROUP BERHAD,Financial Services,Main Market,-3.44,0.390,-6.83,0.00,-8.82,112.78
0006,PINEAPP,PINEAPPLE RESOURCES BERHAD,Technology,Ace Market,-4.19,0.460,-16.70,0.00,-9.11,33.95
7085,LTKM,LTKM BERHAD,Consumer Products & Services,Main Market,-21.71,1.780,-4.42,0.52,-9.15,124.90
5204,AWANTEC,AWANBIRU TECHNOLOGY BERHAD,Technology,Main Market,-1.82,0.198,-49.18,0.00,-9.21,706.26
2429,TANCO,TANCO HOLDINGS BERHAD,Property,Main Market,-1.16,0.124,-3.90,0.00,-9.31,57.56
6211,KIALIM,KIA LIM BERHAD,Industrial Products & Services,Main Market,-7.88,0.843,-4.19,0.00,-9.34,20.44
5165,DFCITY,HOCK HENG STONE INDUSTRIES BHD,Industrial Products & Services,Main Market,-5.82,0.620,-8.76,0.00,-9.40,44.88
0161,SCH,SCH GROUP BERHAD,Industrial Products & Services,Ace Market,-1.34,0.142,-7.11,0.00,-9.44,52.77
0018,LAMBO,LAMBO GROUP BERHAD,Technology,Ace Market,-0.52,0.054,-4.82,0.00,-9.55,116.26
7168,PRG,PRG HOLDINGS BERHAD,Consumer Products & Services,Main Market,-4.04,0.422,-5.44,0.00,-9.57,94.57
5205,SENDAI,EVERSENDAI CORPORATION BERHAD,Construction,Main Market,-10.20,1.060,-2.40,0.00,-9.62,191.37
9016,EKSONS,EKSONS CORPORATION BERHAD,Industrial Products & Services,Main Market,-23.71,2.440,-2.68,0.00,-9.72,104.27
5107,IQGROUP,IQ GROUP HOLDINGS BERHAD,Consumer Products & Services,Main Market,-13.86,1.410,-8.59,0.00,-9.83,104.75
0034,MMAG,MMAG HOLDINGS BERHAD,Technology,Ace Market,-1.42,0.143,-27.79,0.00,-9.95,439.86
5001,MIECO,MIECO CHIPBOARD BERHAD,Industrial Products & Services,Main Market,-5.87,0.590,-15.49,0.00,-9.96,477.75
4995,VERSATL,VERSATILE CREATIVE BERHAD,Industrial Products & Services,Main Market,-2.59,0.260,-27.22,0.00,-9.96,179.52
0177,PASUKGB,PASUKHAS GROUP BERHAD,Industrial Products & Services,Ace Market,-0.91,0.090,-6.07,0.00,-10.07,70.67
7579,AWC,AWC BERHAD,Industrial Products & Services,Main Market,-6.20,0.615,-6.85,1.18,-10.08,136.02
8192,MERCURY,MERCURY INDUSTRIES BERHAD,Construction,Main Market,-16.58,1.618,-4.77,0.00,-10.25,31.74
3417,E,EASTERN & ORIENTAL BERHAD,Property,Main Market,-12.64,1.230,-3.32,2.38,-10.28,611.91
0060,VC,VORTEX CONSOLIDATED BERHAD,Technology,Ace Market,-1.58,0.154,-11.05,0.00,-10.29,58.21
5533,OCB,OCB BERHAD,Consumer Products & Services,Main Market,-19.25,1.860,-3.38,0.00,-10.35,66.85
5932,BPURI,BINA PURI HOLDINGS BHD,Construction,Main Market,-3.25,0.314,-2.62,0.00,-10.36,73.98
8885,AVI,AVILLION BERHAD,Consumer Products & Services,Main Market,-2.21,0.212,-3.17,0.00,-10.42,66.11
7097,TAWIN,TA WIN HOLDINGS BERHAD,Industrial Products & Services,Main Market,-2.66,0.254,-6.38,0.00,-10.48,86.04
7132,SMISCOR,SMIS CORPORATION BERHAD,Industrial Products & Services,Main Market,-12.91,1.230,-4.96,0.00,-10.49,28.67
4715,GENM,GENTING MALAYSIA BERHAD,Consumer Products & Services,Main Market,-29.02,2.710,-8.61,8.00,-10.71,14845.11
0153,OVERSEA,OVERSEA ENTERPRISE BERHAD,Consumer Products & Services,Ace Market,-2.26,0.210,-17.69,0.00,-10.77,98.57
7053,SEEHUP,SEE HUP CONSOLIDATED BERHAD,Transportation & Logistics,Main Market,-9.87,0.901,-21.48,0.55,-10.95,170.50
5202,MSM,MSM MALAYSIA HOLDINGS BERHAD,Consumer Products & Services,Main Market,-23.86,2.170,-2.41,0.00,-11.00,404.21
5703,MUHIBAH,MUHIBBAH ENGINEERING (M) BHD,Construction,Main Market,-24.38,2.180,-3.38,3.03,-11.18,400.31
0147,INNITY,INNITY CORPORATION BERHAD,Telecommunications & Media,Ace Market,-2.59,0.227,-16.04,0.00,-11.41,57.73
0074,GOCEAN,GREEN OCEAN CORPORATION BERHAD,Consumer Products & Services,Ace Market,-0.62,0.054,-9.74,0.00,-11.51,75.77
0179,BIOHLDG,BIOALPHA HOLDINGS BERHAD,Consumer Products & Services,Ace Market,-1.81,0.157,-14.36,0.00,-11.51,288.72
0178,SEDANIA,SEDANIA INNOVATOR BERHAD,Telecommunications & Media,Ace Market,-1.51,0.128,-8.92,0.00,-11.79,40.80
6998,BINTAI,BINTAI KINDEN CORPORATION BERHAD,Industrial Products & Services,Main Market,-3.24,0.270,-18.05,0.00,-12.01,223.41
7007,ARK,ARK RESOURCES HOLDINGS BERHAD,Property,Main Market,-2.72,0.220,-9.54,0.00,-12.38,16.45
9083,JETSON,KUMPULAN JETSON BERHAD,Industrial Products & Services,Main Market,-4.44,0.357,-4.61,0.00,-12.45,47.70
4375,SMI,SOUTH MALAYSIA INDUSTRIES BERHAD,Property,Main Market,-9.25,0.740,-1.68,0.00,-12.50,32.54
5071,COASTAL,COASTAL CONTRACTS BHD,Energy,Main Market,-25.47,2.030,-2.67,0.00,-12.54,364.04
5009,WTHORSE,WHITE HORSE BERHAD,Industrial Products & Services,Main Market,-32.94,2.610,-1.96,0.00,-12.62,154.80
3018,OLYMPIA,OLYMPIA INDUSTRIES BERHAD,Consumer Products & Services,Main Market,-4.73,0.370,-1.90,0.00,-12.78,92.11
5649,GPHAROS,GOLDEN PHAROS BERHAD,Industrial Products & Services,Main Market,-6.65,0.520,-3.76,0.00,-12.79,34.20
0066,VSOLAR,VSOLAR GROUP BERHAD,Technology,Ace Market,-0.42,0.032,-7.20,0.00,-12.86,84.62
2259,TALAMT,TALAM TRANSFORM BERHAD,Property,Main Market,-1.06,0.080,-2.37,0.00,-13.16,107.38
6548,MPCORP,MALAYSIA PACIFIC CORPORATION BERHAD,Property,Main Market,-2.77,0.210,-6.67,0.00,-13.20,53.22
5016,WARISAN,WARISAN TC HOLDINGS BERHAD,Consumer Products & Services,Main Market,-58.77,4.400,-2.16,0.00,-13.36,85.34
5226,GBGAQRS,GABUNGAN AQRS BERHAD,Construction,Main Market,-12.10,0.900,-4.67,1.77,-13.45,279.45
0043,MTRONIC,METRONIC GLOBAL BERHAD,Industrial Products & Services,Main Market,-1.08,0.080,-8.36,0.00,-13.46,115.79
0156,MPAY,MANAGEPAY SYSTEMS BERHAD,Technology,Ace Market,-1.52,0.110,-9.23,0.00,-13.79,100.17
7020,YKGI,YKGI HOLDINGS BERHAD,Industrial Products & Services,Main Market,-1.80,0.130,-9.45,0.00,-13.84,71.54
7025,WOODLAN,WOODLANDOR HOLDINGS BHD,Industrial Products & Services,Main Market,-12.77,0.920,-5.56,2.11,-13.89,28.40
9687,IDEAL,IDEAL UNITED BINTANG INTERNATIONAL BERHAD,Property,Main Market,-14.36,1.034,-6.89,2.02,-13.89,460.41
1147,GOB,GLOBAL ORIENTAL BERHAD,Property,Main Market,-7.79,0.560,-4.82,0.00,-13.90,170.50
7191,ADVENTA,ADVENTA BERHAD,Health Care,Main Market,-5.88,0.420,-25.00,4.76,-14.00,224.59
5145,SEALINK,SEALINK INTERNATIONAL BERHAD,Transportation & Logistics,Main Market,-8.55,0.610,-1.81,0.00,-14.02,77.50
0081,MEGASUN,MEGA SUN CITY HOLDINGS BERHAD,Industrial Products & Services,Ace Market,-3.10,0.220,-4.36,0.00,-14.07,48.36
1287,PMHLDG,PAN MALAYSIA HOLDINGS BERHAD,Consumer Products & Services,Main Market,-0.46,0.033,-20.61,0.00,-14.14,88.24
7218,TOCEAN,TRANSOCEAN HOLDINGS BHD,Transportation & Logistics,Main Market,-12.43,0.870,-6.44,0.00,-14.28,32.80
7017,KOMARK,KOMARKCORP BERHAD,Industrial Products & Services,Main Market,-3.75,0.260,-22.14,0.00,-14.42,221.86
2925,CCB,CYCLE & CARRIAGE BINTANG BERHAD,Consumer Products & Services,Main Market,-33.89,2.350,-4.87,0.00,-14.42,166.23
5260,OWG,ONLY WORLD GROUP HOLDINGS BERHAD,Consumer Products & Services,Main Market,-10.83,0.750,-2.72,0.00,-14.44,117.75
7211,TAFI,TAFI INDUSTRIES BERHAD,Consumer Products & Services,Main Market,-6.83,0.470,-9.08,0.00,-14.53,49.60
7206,THHEAVY,TH HEAVY ENGINEERING BERHAD,Energy,Main Market,-0.38,0.025,-21.26,0.00,-14.93,177.69
5062,HUAYANG,HUA YANG BERHAD,Property,Main Market,-21.26,1.400,-1.22,0.00,-15.18,91.52
5173,SYSCORP,SHIN YANG SHIPPING CORPORATION BERHAD,Transportation & Logistics,Main Market,-11.98,0.780,-2.42,0.00,-15.36,348.00
7241,NGGB,NEXTGREEN GLOBAL BERHAD,Industrial Products & Services,Main Market,-3.55,0.230,-10.99,0.00,-15.43,231.77
9601,HWGB,HO WAH GENTING BERHAD,Industrial Products & Services,Main Market,-1.24,0.080,-49.89,0.00,-15.53,327.16
7219,MINETEC,MINETECH RESOURCES BERHAD,Industrial Products & Services,Main Market,-1.26,0.080,-13.88,0.00,-15.76,203.98
9377,FSBM,FSBM HOLDINGS BERHAD,Technology,Main Market,-0.47,0.030,-31.68,0.00,-15.78,21.20
5085,MUDAJYA,MUDAJAYA GROUP BERHAD,Construction,Main Market,-3.65,0.230,-7.12,0.00,-15.87,168.70
8311,PESONA,PESONA METRO HOLDINGS BERHAD,Construction,Main Market,-3.63,0.223,-6.48,4.26,-16.26,163.32
0165,XOX,XOX BHD,Telecommunications & Media,Ace Market,-1.39,0.085,-5.76,0.00,-16.30,301.38
5190,BENALEC,BENALEC HOLDINGS BERHAD,Construction,Main Market,-9.65,0.590,-1.35,0.00,-16.36,112.03
9776,SMCAP,SINMAH CAPITAL BERHAD,Consumer Products & Services,Main Market,-6.19,0.375,-7.19,0.00,-16.53,129.99
0095,MAG,MAG HOLDINGS BERHAD,Consumer Products & Services,Ace Market,-12.56,0.750,-1.55,0.00,-16.74,140.26
7188,BTM,BTM RESOURCES BERHAD,Industrial Products & Services,Main Market,-2.35,0.140,-9.79,0.00,-16.77,35.76
5025,NWP,NWP HOLDINGS BERHAD,Industrial Products & Services,Main Market,-1.15,0.068,-17.89,0.00,-16.85,97.30
0152,DGB,DGB ASIA BERHAD,Technology,Ace Market,-0.87,0.050,-9.79,0.00,-17.36,94.91
4634,POS,POS MALAYSIA BERHAD,Transportation & Logistics,Main Market,-31.53,1.760,-3.20,0.00,-17.91,790.61
0122,AIM,ADVANCE INFORMATION MARKETING BERHAD,Industrial Products & Services,Ace Market,-1.38,0.075,-17.79,0.00,-18.34,65.18
0038,ARTRONIQ,ARTRONIQ BERHAD,Industrial Products & Services,Ace Market,-2.19,0.119,-32.81,0.00,-18.49,208.03
9814,BERTAM,BERTAM ALLIANCE BERHAD,Property,Main Market,-14.10,0.750,-1.06,0.00,-18.80,31.01
0082,GPACKET,GREEN PACKET BERHAD,Telecommunications & Media,Main Market,-6.78,0.360,-5.82,0.00,-18.84,459.95
5186,MHB,MALAYSIA MARINE AND HEAVY ENGINEERING HOLDINGS BERHAD,Energy,Main Market,-23.69,1.238,-1.84,0.00,-19.14,696.00
5115,ALAM,ALAM MARITIM RESOURCES BERHAD,Energy,Main Market,-7.09,0.350,-1.13,0.00,-20.25,109.51
0129,SRIDGE,SILVER RIDGE HOLDINGS BHD,Telecommunications & Media,Ace Market,-1.01,0.050,-71.05,0.00,-20.27,113.60
0148,SUNZEN,SUNZEN BIOTECH BERHAD,Consumer Products & Services,Ace Market,-3.25,0.160,-6.76,0.00,-20.33,117.81
0174,IDMENSN,IDIMENSION CONSOLIDATED BHD,Technology,Ace Market,-1.04,0.050,-6.74,0.00,-20.77,19.04
0173,REV,REV ASIA BERHAD,Telecommunications & Media,Ace Market,-0.83,0.040,-25.82,0.00,-20.81,28.95
0145,TFP,TFP SOLUTIONS BERHAD,Technology,Ace Market,-0.77,0.037,-21.95,0.00,-20.99,80.31
7315,AHB,AHB HOLDINGS BERHAD,Consumer Products & Services,Main Market,-2.55,0.118,-6.07,0.00,-21.65,40.25
5166,MINDA,MINDA GLOBAL BERHAD,Consumer Products & Services,Main Market,-3.12,0.140,-1.60,0.00,-22.26,62.00
0028,SCOPE,SCOPE INDUSTRIES BERHAD,Industrial Products & Services,Ace Market,-3.48,0.154,-8.33,0.00,-22.54,223.04
0118,TRIVE,TRIVE PROPERTY GROUP BERHAD,Technology,Main Market,-0.46,0.020,-55.00,0.00,-23.18,268.52
7223,JADI,JADI IMAGING HOLDINGS BERHAD,Consumer Products & Services,Main Market,-2.62,0.110,-3.25,0.00,-23.78,88.06
5082,CYMAO,CYMAO HOLDINGS BERHAD,Industrial Products & Services,Main Market,-13.57,0.570,-12.52,0.00,-23.81,127.50
5657,PARKSON,PARKSON HOLDINGS BERHAD,Consumer Products & Services,Main Market,-36.97,1.520,-0.39,0.00,-24.32,158.62
6254,PDZ,PDZ HOLDINGS BHD,Transportation & Logistics,Main Market,-1.12,0.046,-4.92,0.00,-24.34,55.61
0140,MACPIE,MACPIE BERHAD,Consumer Products & Services,Ace Market,-2.69,0.110,-17.67,0.00,-24.44,167.82
7240,VERTICE,VERTICE BERHAD,Consumer Products & Services,Main Market,-11.23,0.450,-2.18,0.00,-24.97,65.17
8435,CEPCO,CONCRETE ENGINEERING PRODUCTS BERHAD,Industrial Products & Services,Main Market,-25.76,1.020,-2.43,0.00,-25.25,46.64
0051,CUSCAPI,CUSCAPI BERHAD,Technology,Main Market,-2.13,0.084,-5.87,0.00,-25.35,107.41
4502,MEDIA,MEDIA PRIMA BERHAD,Telecommunications & Media,Main Market,-12.77,0.503,-2.66,0.00,-25.39,377.13
5172,KSTAR,K-STAR SPORTS LIMITED,Consumer Products & Services,Main Market,-1.45,0.057,-7.92,0.00,-25.50,56.80
4235,LIONIND,LION INDUSTRIES CORPORATION BERHAD,Industrial Products & Services,Main Market,-45.70,1.790,-1.35,0.00,-25.53,441.51
0005,UCREST,UCREST BERHAD,Technology,Ace Market,-1.53,0.060,-9.79,0.00,-25.54,84.87
5259,EATECH,E.A.TECHNIQUE (M) BERHAD,Transportation & Logistics,Main Market,-10.09,0.390,-2.28,0.00,-25.88,122.02
7234,MESB,MESB BERHAD,Consumer Products & Services,Main Market,-18.72,0.710,-2.27,0.00,-26.36,45.09
